The load Love numbers from the REAR package are attached. There are no 
more of these oscillations at high degree, and they go up to degree 32768.
November 20, 2015，Jean-Paul
CM: center of mass reference frame
    n     h' (vert)         l' (horiz)         k' (potent)
 3082  -0.6213821452D+01  0.6140071223D-03  -0.9906138613D-03
 3083  -0.6213822682D+01  0.6138080723D-03  -0.9902930064D-03
 3084  -0.6213823909D+01  0.6136091509D-03  -0.9899723590D-03
 3085  -0.6213825134D+01  0.6134103579D-03  -0.9896519187D-03
 3086  -0.6213826357D+01  0.6132116931D-03  -0.9893316854D-03
 3087  -0.6213827577D+01  0.6130131566D-03  -0.9890116590D-03
 3088  -0.6213828795D+01  0.6128147482D-03  -0.9886918391D-03
 3089  -0.6213830011D+01  0.6126164679D-03  -0.9883722257D-03
 3090  -0.6213831224D+01  0.6124183150D-03  -0.9880528185D-03
 3091  -0.6213832435D+01  0.6122202901D-03  -0.9877336173D-03
 3092  -0.6213833643D+01  0.6120223926D-03  -0.9874146220D-03
 3093  -0.6213834849D+01  0.6118246227D-03  -0.9870958322D-03
 3094  -0.6213836052D+01  0.6116269802D-03  -0.9867772479D-03
 3095  -0.6213837254D+01  0.6114294648D-03  -0.9864588688D-03
 3096  -0.6213838452D+01  0.6112320765D-03  -0.9861406948D-03
 3097  -0.6213839649D+01  0.6110348152D-03  -0.9858227255D-03
 3098  -0.6213840843D+01  0.6108376808D-03  -0.9855049610D-03
 3099  -0.6213842035D+01  0.6106406730D-03  -0.9851874008D-03
 3100  -0.6213843224D+01  0.6104437921D-03  -0.9848700449D-03
 3101  -0.6213844412D+01  0.6102470373D-03  -0.9845528931D-03
 3102  -0.6213845597D+01  0.6100504090D-03  -0.9842359451D-03
 3103  -0.6213846779D+01  0.6098539071D-03  -0.9839192008D-03
 3104  -0.6213847960D+01  0.6096575312D-03  -0.9836026599D-03
 3105  -0.6213849138D+01  0.6094612813D-03  -0.9832863223D-03
 3106  -0.6213850313D+01  0.6092651574D-03  -0.9829701879D-03
 3107  -0.6213851487D+01  0.6090691592D-03  -0.9826542562D-03
 3108  -0.6213852658D+01  0.6088732866D-03  -0.9823385273D-03
 3109  -0.6213853827D+01  0.6086775396D-03  -0.9820230009D-03
 3110  -0.6213854994D+01  0.6084819180D-03  -0.9817076768D-03
 3111  -0.6213856158D+01  0.6082864216D-03  -0.9813925546D-03
 3112  -0.6213857321D+01  0.6080910505D-03  -0.9810776342D-03
 3113  -0.6213858481D+01  0.6078958044D-03  -0.9807629157D-03
 3114  -0.6213859639D+01  0.6077006832D-03  -0.9804483986D-03
 3115  -0.6213860794D+01  0.6075056869D-03  -0.9801340828D-03
 3116  -0.6213861948D+01  0.6073108154D-03  -0.9798199683D-03
 3117  -0.6213863099D+01  0.6071160682D-03  -0.9795060545D-03
 3118  -0.6213864248D+01  0.6069214457D-03  -0.9791923417D-03
 3119  -0.6213865395D+01  0.6067269474D-03  -0.9788788293D-03
 3120  -0.6213866540D+01  0.6065325735D-03  -0.9785655173D-03
 3121  -0.6213867682D+01  0.6063383236D-03  -0.9782524055D-03
 3122  -0.6213868823D+01  0.6061441977D-03  -0.9779394937D-03
 3123  -0.6213869961D+01  0.6059501957D-03  -0.9776267816D-03
 3124  -0.6213871097D+01  0.6057563174D-03  -0.9773142692D-03
 3125  -0.6213872231D+01  0.6055625628D-03  -0.9770019564D-03
 3126  -0.6213873363D+01  0.6053689317D-03  -0.9766898428D-03
 3127  -0.6213874493D+01  0.6051754240D-03  -0.9763779282D-03
 3128  -0.6213875621D+01  0.6049820397D-03  -0.9760662125D-03
 3129  -0.6213876746D+01  0.6047887784D-03  -0.9757546955D-03
 3130  -0.6213877870D+01  0.6045956403D-03  -0.9754433770D-03
 3131  -0.6213878991D+01  0.6044026251D-03  -0.9751322567D-03
 3132  -0.6213880110D+01  0.6042097327D-03  -0.9748213345D-03
 3133  -0.6213881228D+01  0.6040169630D-03  -0.9745106102D-03
 3134  -0.6213882343D+01  0.6038243160D-03  -0.9742000837D-03
 3135  -0.6213883456D+01  0.6036317914D-03  -0.9738897547D-03
 3136  -0.6213884567D+01  0.6034393892D-03  -0.9735796231D-03
 3137  -0.6213885676D+01  0.6032471092D-03  -0.9732696886D-03
 3138  -0.6213886783D+01  0.6030549513D-03  -0.9729599511D-03
 3139  -0.6213887888D+01  0.6028629156D-03  -0.9726504104D-03
 3140  -0.6213888991D+01  0.6026710018D-03  -0.9723410663D-03
 3141  -0.6213890092D+01  0.6024792096D-03  -0.9720319186D-03
 3142  -0.6213891191D+01  0.6022875391D-03  -0.9717229671D-03
 3143  -0.6213892288D+01  0.6020959901D-03  -0.9714142116D-03
 3144  -0.6213893382D+01  0.6019045627D-03  -0.9711056521D-03
 3145  -0.6213894475D+01  0.6017132566D-03  -0.9707972882D-03
 3146  -0.6213895566D+01  0.6015220717D-03  -0.9704891198D-03
 3147  -0.6213896655D+01  0.6013310079D-03  -0.9701811467D-03
 3148  -0.6213897742D+01  0.6011400651D-03  -0.9698733688D-03
 3149  -0.6213898827D+01  0.6009492432D-03  -0.9695657857D-03
 3150  -0.6213899910D+01  0.6007585421D-03  -0.9692583974D-03
 3151  -0.6213900991D+01  0.6005679616D-03  -0.9689512037D-03
 3152  -0.6213902070D+01  0.6003775016D-03  -0.9686442044D-03
 3153  -0.6213903147D+01  0.6001871620D-03  -0.9683373993D-03
 3154  -0.6213904223D+01  0.5999969428D-03  -0.9680307882D-03
 3155  -0.6213905296D+01  0.5998068438D-03  -0.9677243709D-03
 3156  -0.6213906367D+01  0.5996168648D-03  -0.9674181473D-03
 3157  -0.6213907437D+01  0.5994270057D-03  -0.9671121172D-03
 3158  -0.6213908505D+01  0.5992372667D-03  -0.9668062803D-03
 3159  -0.6213909570D+01  0.5990476473D-03  -0.9665006365D-03
 3160  -0.6213910634D+01  0.5988581476D-03  -0.9661951857D-03
 3161  -0.6213911696D+01  0.5986687673D-03  -0.9658899277D-03
 3162  -0.6213912756D+01  0.5984795066D-03  -0.9655848621D-03
 3163  -0.6213913814D+01  0.5982903651D-03  -0.9652799890D-03
 3164  -0.6213914870D+01  0.5981013427D-03  -0.9649753080D-03
 3165  -0.6213915925D+01  0.5979124395D-03  -0.9646708191D-03
 3166  -0.6213916977D+01  0.5977236553D-03  -0.9643665220D-03
 3167  -0.6213918028D+01  0.5975349899D-03  -0.9640624167D-03
 3168  -0.6213919077D+01  0.5973464432D-03  -0.9637585027D-03
 3169  -0.6213920124D+01  0.5971580151D-03  -0.9634547801D-03
 3170  -0.6213921169D+01  0.5969697056D-03  -0.9631512486D-03
 3171  -0.6213922212D+01  0.5967815145D-03  -0.9628479080D-03
 3172  -0.6213923254D+01  0.5965934417D-03  -0.9625447582D-03
 3173  -0.6213924293D+01  0.5964054870D-03  -0.9622417990D-03
 3174  -0.6213925331D+01  0.5962176506D-03  -0.9619390302D-03
 3175  -0.6213926367D+01  0.5960299320D-03  -0.9616364515D-03
 3176  -0.6213927402D+01  0.5958423313D-03  -0.9613340630D-03
 3177  -0.6213928434D+01  0.5956548483D-03  -0.9610318643D-03
 3178  -0.6213929465D+01  0.5954674830D-03  -0.9607298553D-03
 3179  -0.6213930494D+01  0.5952802352D-03  -0.9604280356D-03
 3180  -0.6213931521D+01  0.5950931048D-03  -0.9601264053D-03
 3181  -0.6213932546D+01  0.5949060918D-03  -0.9598249641D-03
 3182  -0.6213933570D+01  0.5947191959D-03  -0.9595237120D-03
 3183  -0.6213934591D+01  0.5945324171D-03  -0.9592226485D-03
 3184  -0.6213935612D+01  0.5943457554D-03  -0.9589217738D-03
 3185  -0.6213936630D+01  0.5941592105D-03  -0.9586210875D-03
 3186  -0.6213937647D+01  0.5939727824D-03  -0.9583205894D-03
 3187  -0.6213938661D+01  0.5937864709D-03  -0.9580202794D-03
 3188  -0.6213939674D+01  0.5936002760D-03  -0.9577201573D-03
 3189  -0.6213940686D+01  0.5934141975D-03  -0.9574202230D-03
 3190  -0.6213941696D+01  0.5932282354D-03  -0.9571204762D-03
 3191  -0.6213942704D+01  0.5930423895D-03  -0.9568209168D-03
 3192  -0.6213943710D+01  0.5928566596D-03  -0.9565215448D-03
 3193  -0.6213944715D+01  0.5926710459D-03  -0.9562223599D-03
 3194  -0.6213945717D+01  0.5924855480D-03  -0.9559233618D-03
 3195  -0.6213946719D+01  0.5923001660D-03  -0.9556245505D-03
 3196  -0.6213947718D+01  0.5921148995D-03  -0.9553259256D-03
 3197  -0.6213948716D+01  0.5919297487D-03  -0.9550274871D-03
 3198  -0.6213949712D+01  0.5917447133D-03  -0.9547292347D-03
 3199  -0.6213950706D+01  0.5915597933D-03  -0.9544311684D-03
 3200  -0.6213951699D+01  0.5913749883D-03  -0.9541332877D-03
 3201  -0.6213952689D+01  0.5911902985D-03  -0.9538355928D-03
 3202  -0.6213953678D+01  0.5910057238D-03  -0.9535380833D-03
 3203  -0.6213954666D+01  0.5908212640D-03  -0.9532407592D-03
 3204  -0.6213955652D+01  0.5906369192D-03  -0.9529436202D-03
 3205  -0.6213956637D+01  0.5904526892D-03  -0.9526466663D-03
 3206  -0.6213957619D+01  0.5902685738D-03  -0.9523498971D-03
 3207  -0.6213958601D+01  0.5900845729D-03  -0.9520533126D-03
 3208  -0.6213959580D+01  0.5899006864D-03  -0.9517569125D-03
 3209  -0.6213960558D+01  0.5897169142D-03  -0.9514606958D-03
 3210  -0.6213961535D+01  0.5895332562D-03  -0.9511646633D-03
 3211  -0.6213962510D+01  0.5893497123D-03  -0.9508688147D-03
 3212  -0.6213963483D+01  0.5891662824D-03  -0.9505731498D-03
 3213  -0.6213964454D+01  0.5889829665D-03  -0.9502776685D-03
 3214  -0.6213965425D+01  0.5887997641D-03  -0.9499823707D-03
 3215  -0.6213966393D+01  0.5886166756D-03  -0.9496872561D-03
 3216  -0.6213967360D+01  0.5884337006D-03  -0.9493923245D-03
 3217  -0.6213968325D+01  0.5882508390D-03  -0.9490975758D-03
 3218  -0.6213969289D+01  0.5880680908D-03  -0.9488030104D-03
 3219  -0.6213970251D+01  0.5878854559D-03  -0.9485086279D-03
 3220  -0.6213971212D+01  0.5877029341D-03  -0.9482144279D-03
 3221  -0.6213972171D+01  0.5875205254D-03  -0.9479204100D-03
 3222  -0.6213973128D+01  0.5873382297D-03  -0.9476265742D-03
 3223  -0.6213974084D+01  0.5871560467D-03  -0.9473329204D-03
 3224  -0.6213975039D+01  0.5869739763D-03  -0.9470394483D-03
 3225  -0.6213975992D+01  0.5867920188D-03  -0.9467461578D-03
 3226  -0.6213976943D+01  0.5866101738D-03  -0.9464530487D-03
 3227  -0.6213977893D+01  0.5864284411D-03  -0.9461601208D-03
 3228  -0.6213978841D+01  0.5862468208D-03  -0.9458673740D-03
 3229  -0.6213979788D+01  0.5860653127D-03  -0.9455748081D-03
 3230  -0.6213980734D+01  0.5858839167D-03  -0.9452824229D-03
 3231  -0.6213981677D+01  0.5857026327D-03  -0.9449902183D-03
 3232  -0.6213982620D+01  0.5855214606D-03  -0.9446981941D-03
 3233  -0.6213983560D+01  0.5853404004D-03  -0.9444063501D-03
 3234  -0.6213984500D+01  0.5851594518D-03  -0.9441146862D-03
 3235  -0.6213985437D+01  0.5849786148D-03  -0.9438232021D-03
 3236  -0.6213986374D+01  0.5847978893D-03  -0.9435318979D-03
 3237  -0.6213987309D+01  0.5846172753D-03  -0.9432407733D-03
 3238  -0.6213988242D+01  0.5844367725D-03  -0.9429498280D-03
 3239  -0.6213989174D+01  0.5842563809D-03  -0.9426590619D-03
 3240  -0.6213990104D+01  0.5840761004D-03  -0.9423684750D-03
 3241  -0.6213991034D+01  0.5838959309D-03  -0.9420780670D-03
 3242  -0.6213991961D+01  0.5837158722D-03  -0.9417878376D-03
 3243  -0.6213992887D+01  0.5835359244D-03  -0.9414977869D-03
 3244  -0.6213993812D+01  0.5833560870D-03  -0.9412079146D-03
 3245  -0.6213994735D+01  0.5831763606D-03  -0.9409182206D-03
 3246  -0.6213995657D+01  0.5829967444D-03  -0.9406287046D-03
 3247  -0.6213996577D+01  0.5828172387D-03  -0.9403393664D-03
 3248  -0.6213997496D+01  0.5826378432D-03  -0.9400502060D-03
 3249  -0.6213998413D+01  0.5824585580D-03  -0.9397612231D-03
 3250  -0.6213999329D+01  0.5822793828D-03  -0.9394724177D-03
 3251  -0.6214000244D+01  0.5821003175D-03  -0.9391837896D-03
 3252  -0.6214001157D+01  0.5819213622D-03  -0.9388953386D-03
 3253  -0.6214002069D+01  0.5817425166D-03  -0.9386070645D-03
 3254  -0.6214002979D+01  0.5815637807D-03  -0.9383189672D-03
 3255  -0.6214003889D+01  0.5813851544D-03  -0.9380310465D-03
 3256  -0.6214004796D+01  0.5812066375D-03  -0.9377433023D-03
 3257  -0.6214005702D+01  0.5810282301D-03  -0.9374557343D-03
 3258  -0.6214006607D+01  0.5808499319D-03  -0.9371683425D-03
 3259  -0.6214007511D+01  0.5806717429D-03  -0.9368811268D-03
 3260  -0.6214008413D+01  0.5804936630D-03  -0.9365940869D-03
 3261  -0.6214009314D+01  0.5803156920D-03  -0.9363072228D-03
 3262  -0.6214010213D+01  0.5801378300D-03  -0.9360205340D-03
 3263  -0.6214011111D+01  0.5799600766D-03  -0.9357340207D-03
 3264  -0.6214012008D+01  0.5797824320D-03  -0.9354476825D-03
 3265  -0.6214012903D+01  0.5796048960D-03  -0.9351615193D-03
 3266  -0.6214013797D+01  0.5794274684D-03  -0.9348755310D-03
 3267  -0.6214014690D+01  0.5792501493D-03  -0.9345897174D-03
 3268  -0.6214015581D+01  0.5790729384D-03  -0.9343040783D-03
 3269  -0.6214016471D+01  0.5788958357D-03  -0.9340186136D-03
 3270  -0.6214017360D+01  0.5787188411D-03  -0.9337333231D-03
 3271  -0.6214018247D+01  0.5785419545D-03  -0.9334482067D-03
 3272  -0.6214019133D+01  0.5783651757D-03  -0.9331632642D-03
 3273  -0.6214020017D+01  0.5781885048D-03  -0.9328784954D-03
 3274  -0.6214020901D+01  0.5780119416D-03  -0.9325939003D-03
 3275  -0.6214021783D+01  0.5778354858D-03  -0.9323094786D-03
 3276  -0.6214022664D+01  0.5776591378D-03  -0.9320252301D-03
 3277  -0.6214023543D+01  0.5774828971D-03  -0.9317411546D-03
 3278  -0.6214024421D+01  0.5773067636D-03  -0.9314572522D-03
 3279  -0.6214025298D+01  0.5771307375D-03  -0.9311735226D-03
 3280  -0.6214026173D+01  0.5769548184D-03  -0.9308899656D-03
 3281  -0.6214027048D+01  0.5767790063D-03  -0.9306065811D-03
 3282  -0.6214027921D+01  0.5766033012D-03  -0.9303233689D-03
 3283  -0.6214028792D+01  0.5764277028D-03  -0.9300403289D-03
 3284  -0.6214029663D+01  0.5762522112D-03  -0.9297574609D-03
 3285  -0.6214030532D+01  0.5760768262D-03  -0.9294747649D-03
 3286  -0.6214031400D+01  0.5759015478D-03  -0.9291922404D-03
 3287  -0.6214032266D+01  0.5757263758D-03  -0.9289098875D-03
 3288  -0.6214033132D+01  0.5755513101D-03  -0.9286277060D-03
 3289  -0.6214033996D+01  0.5753763507D-03  -0.9283456958D-03
 3290  -0.6214034858D+01  0.5752014974D-03  -0.9280638566D-03
 3291  -0.6214035720D+01  0.5750267502D-03  -0.9277821883D-03
 3292  -0.6214036580D+01  0.5748521089D-03  -0.9275006909D-03
 3293  -0.6214037439D+01  0.5746775734D-03  -0.9272193640D-03
 3294  -0.6214038297D+01  0.5745031438D-03  -0.9269382076D-03
 3295  -0.6214039154D+01  0.5743288198D-03  -0.9266572215D-03
 3296  -0.6214040009D+01  0.5741546014D-03  -0.9263764056D-03
 3297  -0.6214040863D+01  0.5739804886D-03  -0.9260957597D-03
 3298  -0.6214041716D+01  0.5738064809D-03  -0.9258152836D-03
 3299  -0.6214042568D+01  0.5736325787D-03  -0.9255349772D-03
 3300  -0.6214043419D+01  0.5734587816D-03  -0.9252548403D-03
 3301  -0.6214044268D+01  0.5732850897D-03  -0.9249748729D-03
 3302  -0.6214045116D+01  0.5731115027D-03  -0.9246950746D-03
 3303  -0.6214045963D+01  0.5729380207D-03  -0.9244154455D-03
 3304  -0.6214046808D+01  0.5727646434D-03  -0.9241359852D-03
 3305  -0.6214047653D+01  0.5725913709D-03  -0.9238566938D-03
 3306  -0.6214048496D+01  0.5724182031D-03  -0.9235775710D-03
 3307  -0.6214049338D+01  0.5722451397D-03  -0.9232986166D-03
 3308  -0.6214050179D+01  0.5720721808D-03  -0.9230198305D-03
 3309  -0.6214051019D+01  0.5718993262D-03  -0.9227412127D-03
 3310  -0.6214051858D+01  0.5717265759D-03  -0.9224627629D-03
 3311  -0.6214052695D+01  0.5715539297D-03  -0.9221844809D-03
 3312  -0.6214053531D+01  0.5713813875D-03  -0.9219063666D-03
 3313  -0.6214054366D+01  0.5712089494D-03  -0.9216284198D-03
 3314  -0.6214055200D+01  0.5710366152D-03  -0.9213506404D-03
 3315  -0.6214056033D+01  0.5708643847D-03  -0.9210730281D-03
 3316  -0.6214056864D+01  0.5706922579D-03  -0.9207955831D-03
 3317  -0.6214057695D+01  0.5705202347D-03  -0.9205183049D-03
 3318  -0.6214058524D+01  0.5703483151D-03  -0.9202411936D-03
 3319  -0.6214059352D+01  0.5701764987D-03  -0.9199642488D-03
 3320  -0.6214060179D+01  0.5700047859D-03  -0.9196874707D-03
 3321  -0.6214061005D+01  0.5698331762D-03  -0.9194108589D-03
 3322  -0.6214061829D+01  0.5696616696D-03  -0.9191344132D-03
 3323  -0.6214062653D+01  0.5694902661D-03  -0.9188581337D-03
 3324  -0.6214063475D+01  0.5693189655D-03  -0.9185820199D-03
 3325  -0.6214064297D+01  0.5691477678D-03  -0.9183060720D-03
 3326  -0.6214065117D+01  0.5689766727D-03  -0.9180302897D-03
 3327  -0.6214065936D+01  0.5688056805D-03  -0.9177546730D-03
 3328  -0.6214066754D+01  0.5686347907D-03  -0.9174792215D-03
 3329  -0.6214067571D+01  0.5684640036D-03  -0.9172039353D-03
 3330  -0.6214068387D+01  0.5682933188D-03  -0.9169288141D-03
 3331  -0.6214069201D+01  0.5681227363D-03  -0.9166538577D-03
 3332  -0.6214070014D+01  0.5679522561D-03  -0.9163790661D-03
 3333  -0.6214070827D+01  0.5677818778D-03  -0.9161044391D-03
 3334  -0.6214071638D+01  0.5676116017D-03  -0.9158299764D-03
 3335  -0.6214072449D+01  0.5674414275D-03  -0.9155556781D-03
 3336  -0.6214073258D+01  0.5672713552D-03  -0.9152815439D-03
 3337  -0.6214074066D+01  0.5671013846D-03  -0.9150075736D-03
 3338  -0.6214074873D+01  0.5669315157D-03  -0.9147337673D-03
 3339  -0.6214075678D+01  0.5667617484D-03  -0.9144601246D-03
 3340  -0.6214076483D+01  0.5665920826D-03  -0.9141866454D-03
 3341  -0.6214077287D+01  0.5664225181D-03  -0.9139133297D-03
 3342  -0.6214078090D+01  0.5662530550D-03  -0.9136401772D-03
 3343  -0.6214078891D+01  0.5660836931D-03  -0.9133671878D-03
 3344  -0.6214079692D+01  0.5659144323D-03  -0.9130943614D-03
 3345  -0.6214080491D+01  0.5657452725D-03  -0.9128216978D-03
 3346  -0.6214081289D+01  0.5655762138D-03  -0.9125491969D-03
 3347  -0.6214082087D+01  0.5654072558D-03  -0.9122768585D-03
 3348  -0.6214082883D+01  0.5652383986D-03  -0.9120046825D-03
 3349  -0.6214083678D+01  0.5650696422D-03  -0.9117326688D-03
 3350  -0.6214084473D+01  0.5649009863D-03  -0.9114608171D-03
 3351  -0.6214085266D+01  0.5647324309D-03  -0.9111891274D-03
 3352  -0.6214086058D+01  0.5645639759D-03  -0.9109175995D-03
 3353  -0.6214086849D+01  0.5643956212D-03  -0.9106462332D-03
 3354  -0.6214087639D+01  0.5642273668D-03  -0.9103750286D-03
 3355  -0.6214088428D+01  0.5640592125D-03  -0.9101039852D-03
 3356  -0.6214089216D+01  0.5638911583D-03  -0.9098331031D-03
 3357  -0.6214090003D+01  0.5637232040D-03  -0.9095623820D-03
 3358  -0.6214090789D+01  0.5635553496D-03  -0.9092918220D-03
 3359  -0.6214091574D+01  0.5633875950D-03  -0.9090214226D-03
 3360  -0.6214092358D+01  0.5632199401D-03  -0.9087511841D-03
 3361  -0.6214093141D+01  0.5630523848D-03  -0.9084811060D-03
 3362  -0.6214093922D+01  0.5628849290D-03  -0.9082111882D-03
 3363  -0.6214094703D+01  0.5627175727D-03  -0.9079414307D-03
 3364  -0.6214095483D+01  0.5625503158D-03  -0.9076718333D-03
 3365  -0.6214096262D+01  0.5623831581D-03  -0.9074023959D-03
 3366  -0.6214097040D+01  0.5622160995D-03  -0.9071331182D-03
 3367  -0.6214097817D+01  0.5620491401D-03  -0.9068640002D-03
 3368  -0.6214098593D+01  0.5618822797D-03  -0.9065950418D-03
 3369  -0.6214099368D+01  0.5617155180D-03  -0.9063262427D-03
 3370  -0.6214100142D+01  0.5615488553D-03  -0.9060576029D-03
 3371  -0.6214100914D+01  0.5613822913D-03  -0.9057891221D-03
 3372  -0.6214101686D+01  0.5612158260D-03  -0.9055208004D-03
 3373  -0.6214102457D+01  0.5610494592D-03  -0.9052526374D-03
 3374  -0.6214103227D+01  0.5608831908D-03  -0.9049846332D-03
 3375  -0.6214103996D+01  0.5607170209D-03  -0.9047167874D-03
 3376  -0.6214104764D+01  0.5605509493D-03  -0.9044491001D-03
 3377  -0.6214105531D+01  0.5603849758D-03  -0.9041815710D-03
 3378  -0.6214106298D+01  0.5602191005D-03  -0.9039142000D-03
 3379  -0.6214107063D+01  0.5600533233D-03  -0.9036469871D-03
 3380  -0.6214107827D+01  0.5598876440D-03  -0.9033799319D-03
 3381  -0.6214108590D+01  0.5597220625D-03  -0.9031130343D-03
 3382  -0.6214109352D+01  0.5595565789D-03  -0.9028462943D-03
 3383  -0.6214110113D+01  0.5593911929D-03  -0.9025797116D-03
 3384  -0.6214110874D+01  0.5592259045D-03  -0.9023132863D-03
 3385  -0.6214111633D+01  0.5590607137D-03  -0.9020470181D-03
 3386  -0.6214112392D+01  0.5588956203D-03  -0.9017809069D-03
 3387  -0.6214113149D+01  0.5587306243D-03  -0.9015149525D-03
 3388  -0.6214113906D+01  0.5585657255D-03  -0.9012491549D-03
 3389  -0.6214114661D+01  0.5584009238D-03  -0.9009835137D-03
 3390  -0.6214115416D+01  0.5582362194D-03  -0.9007180292D-03
 3391  -0.6214116170D+01  0.5580716119D-03  -0.9004527009D-03
 3392  -0.6214116923D+01  0.5579071014D-03  -0.9001875287D-03
 3393  -0.6214117675D+01  0.5577426876D-03  -0.8999225126D-03
 3394  -0.6214118426D+01  0.5575783706D-03  -0.8996576525D-03
 3395  -0.6214119176D+01  0.5574141503D-03  -0.8993929482D-03
 3396  -0.6214119925D+01  0.5572500267D-03  -0.8991283994D-03
 3397  -0.6214120674D+01  0.5570859994D-03  -0.8988640062D-03
 3398  -0.6214121421D+01  0.5569220686D-03  -0.8985997684D-03
 3399  -0.6214122168D+01  0.5567582341D-03  -0.8983356857D-03
 3400  -0.6214122913D+01  0.5565944959D-03  -0.8980717582D-03
 3401  -0.6214123658D+01  0.5564308538D-03  -0.8978079855D-03
 3402  -0.6214124401D+01  0.5562673078D-03  -0.8975443677D-03
 3403  -0.6214125144D+01  0.5561038579D-03  -0.8972809045D-03
 3404  -0.6214125886D+01  0.5559405037D-03  -0.8970175959D-03
 3405  -0.6214126627D+01  0.5557772455D-03  -0.8967544417D-03
 3406  -0.6214127367D+01  0.5556140829D-03  -0.8964914417D-03
 3407  -0.6214128107D+01  0.5554510161D-03  -0.8962285959D-03
 3408  -0.6214128845D+01  0.5552880448D-03  -0.8959659041D-03
 3409  -0.6214129583D+01  0.5551251690D-03  -0.8957033660D-03
 3410  -0.6214130319D+01  0.5549623886D-03  -0.8954409818D-03
 3411  -0.6214131055D+01  0.5547997036D-03  -0.8951787512D-03
 3412  -0.6214131790D+01  0.5546371137D-03  -0.8949166739D-03
 3413  -0.6214132524D+01  0.5544746191D-03  -0.8946547500D-03
 3414  -0.6214133257D+01  0.5543122194D-03  -0.8943929793D-03
 3415  -0.6214133989D+01  0.5541499148D-03  -0.8941313617D-03
 3416  -0.6214134721D+01  0.5539877051D-03  -0.8938698970D-03
 3417  -0.6214135452D+01  0.5538255902D-03  -0.8936085851D-03
 3418  -0.6214136181D+01  0.5536635701D-03  -0.8933474257D-03
 3419  -0.6214136910D+01  0.5535016446D-03  -0.8930864190D-03
 3420  -0.6214137638D+01  0.5533398137D-03  -0.8928255646D-03
 3421  -0.6214138365D+01  0.5531780773D-03  -0.8925648624D-03
